Country ID, X-coordinate, Y-coordinate
966, 50, 61
967, 21, 54
968, 62, 65
969, 28, 8
970, 60, 12
971, 68, 39
972, 98, 23
973, 21, 20
974, 7, 51
975, 67, 50
976, 34, 10
977, 70, 13
978, 56, 58
979, 75, 44
980, 98, 90
981, 39, 45
982, 99, 5
983, 36, 29
984, 31, 61
985, 60, 1
986, 70, 61
987, 44, 96
988, 41, 30
989, 87, 1
990, 54, 90
991, 56, 9
992, 79, 76
993, 5, 45
994, 49, 78
995, 17, 21
996, 27, 71
997, 51, 12
998, 70, 40
999, 72, 49
